 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 450 487 4 2 ZTF_r 772553761415 0 3.7653 93.8663 8.98408 25.4252 0.00172355 0.0522435 0.0913337 0.000662859 205 30. 0.116046 0.127962 18.6552 25.4252 2 2458527.0537616 487120214 -49.7436585183091 64.3261147460787 -0.860211418973608 1.05928507635722 -57.7852156008767 82.481992549865 -0.705298217880055 1.16964553402745 0.253167286046766 20.9560002326965 0.0649999976158142 0.606000006198883 0.0120000001043081 2458217.984491 2458290.834907 0
 451 435 14 1 ZTF_r 772555185315 0 4.2935 105.551 9.57357 25.5749 0.00392226 0.065342 0.000281451 0.00158941 72 30. 0.123759 0.148276 18.6389 25.5749 2 2458527.0551852 435120253 -19.1661906247276 76.2937211995765 -0.27944851519089 0.975834183185369 -55.5390748964909 94.1130459461886 -0.594106090172918 1.23684419457697 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 452 487 4 2 ZTF_r 772558791415 0 4.2796 111.039 9.2453 25.5959 0.00198064 0.0559214 0.10283 0.000757838 200 30. 0.120376 0.129744 18.7069 25.5959 2 2458527.0587963 487120214 28.5621830674856 70.2922172836453 0.452000543137432 1.03103327015806 -7.1179738392711 86.4589325938318 -0.0828822839656686 1.20301264664335 0.253167286046766 20.9560002326965 0.0649999976158142 0.606000006198883 0.0120000001043081 2458217.984491 2458290.834907 0
 453 435 14 1 ZTF_r 772560235315 8 5.4727 94.1492 11.3095 25.1989 0.0106702 0.0637174 0.210213 0.00432298 29 30. 0.130146 0.152532 17.8448 25.1989 2 2458527.0602315 435120253 -45.920354618966 123.543561701233 -0.413466108578953 0.995971426635245 2.59072899985237 141.690717998028 0.0184075410554419 1.4893555328285 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 454 487 4 2 ZTF_r 772563841415 8 5.2247 129.86 10.7608 25.7413 0.00413282 0.0664838 0.150009 0.00163181 118 30. 0.135703 0.147946 18.4863 25.7413 2 2458527.0638426 487120214 -50.6374640584041 101.62052281788 -0.554300568599438 0.929535153039006 -85.3316799145182 117.292041182935 -0.732414516977401 1.33914130998984 0.253167286046766 20.9560002326965 0.0649999976158142 0.606000006198883 0.0120000001043081 2458217.984491 2458290.834907 0
 455 435 14 1 ZTF_r 772565275315 8 4.5354 174.658 12.1361 26.0258 0.0028751 0.0582755 0.0578134 0.00115668 80 30. 0.120557 0.145023 18.7816 26.0258 2 2458527.0652778 435120253 -66.4418046194195 100.205122451133 -0.737575186539092 0.949932392473583 -33.0113731940301 120.461340073592 -0.275886908376539 1.27766612367949 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 456 487 4 2 ZTF_r 772568901415 0 4.0567 131.256 16.5461 25.7425 0.00282285 0.0540478 0.119528 0.00111521 118 30. 0.108328 0.116014 18.2646 25.7425 2 2458527.0689005 487120214 -225.475183668333 129.276761246914 -1.94014007852053 0.970972784448642 -349.769719596441 161.445772788073 -2.18107561877213 1.20289347730123 0.253167286046766 20.9560002326965 0.0649999976158142 0.606000006198883 0.0120000001043081 2458217.984491 2458290.834907 0
 457 486 1 3 ZTF_g 804484500315 0 4.2917 91.8292 5.07408 25.9931 0.00276106 0.0506202 -0.0560626 0.00119516 85 30. 0.111838 0.109058 19.7236 25.9931 1 2458558.9845023 486120103 -6.85881485957538 33.9323243463069 -0.224848643359895 1.07701621082761 26.5456049936497 44.648706138472 0.598547941964965 1.08674240127256 0.887391318589178 22.5659999370575 0.305000007152557 0.899999976158142 -0.670000016689301 2458205.029514 2458334.802222 0
 458 435 14 1 ZTF_g 804484955315 0 2.5508 89.7763 5.54009 26.1294 0.00157493 0.0481673 -0.0522429 0.000636539 95 30. 0.107643 0.101548 20.2289 26.1294 1 2458558.9849537 435120153 19.4896780690484 29.5069395912789 0.734742732426348 1.04858803563349 11.9770867542388 47.4122803614601 0.254317088963106 1.09025691902412 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 459 487 4 2 ZTF_g 804485401415 0 3.9648 116.908 5.16962 26.0758 0.00408737 0.0663914 -0.118809 0.00166532 114 30. 0.10131 0.110895 19.8271 26.0758 1 2458558.9854051 487120114 -5.27417676180834 31.9419926921479 -0.183673912018382 1.03661755759004 -3.13451270129569 43.4803071398016 -0.0725759322383944 1.08432820887507 null null null null null 2458206.009410 2458273.943530 57
 460 486 1 3 ZTF_r 807419420315 0 4.5328 136.429 15.5199 25.8048 0.00394592 0.0686973 0.0834531 0.00162867 97 30. 0.130868 0.145104 18.3 25.8048 1 2458561.9194213 486120203 89.8611570978506 125.524034552326 0.796342543317994 0.994708086742601 100.399323052952 152.623266966187 0.662254977758879 1.23230479474486 0.295756649667071 21.086999797821 0.0930000022053719 1.00100004673004 0.128000006079674 2458187.034896 2458307.859282 0
 461 486 1 3 ZTF_g 807524370315 0 2.9567 96.0077 10.4382 26.0218 0.00408884 0.0565562 -0.043014 0.00180447 67 30. 0.073874 0.085773 19.3136 26.0218 1 2458562.024375 486120103 -72.0060284673636 61.5895212721534 -1.30051938662742 0.951772088606615 -163.767998196438 92.087248999262 -1.79037800432055 1.08368760742434 0.887391318589178 22.5659999370575 0.305000007152557 0.899999976158142 -0.670000016689301 2458205.029514 2458334.802222 0
 462 435 14 1 ZTF_r 820465055315 0 2.5226 58.7444 8.70516 24.9336 0.00231325 0.0579802 -0.0100083 0.000922746 90 30. 0.080099 0.094995 18.5858 24.9336 1 2458574.9650579 435120253 -8.58164071075659 44.4232426466784 -0.214889340270045 0.973604792100211 -6.42850092792207 73.2829196298395 -0.0883124919725447 1.06973574441891 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 463 487 4 2 ZTF_r 820498251415 0 1.6827 45.7393 8.35154 24.6952 0.00109739 0.047362 0.0661991 0.000409072 296 30. 0.047559 0.061086 18.6798 24.6952 1 2458574.9982523 487120214 8.0183148492025 36.2385113290183 0.246131703683569 0.988743094364156 -68.5913764181382 69.8144628378207 -0.989097967352755 1.04848362007892 0.253167286046766 20.9560002326965 0.0649999976158142 0.606000006198883 0.0120000001043081 2458217.984491 2458290.834907 0
 464 486 1 3 ZTF_r 820498700315 0 1.8263 53.7204 8.23201 24.8077 0.00123655 0.0522328 0.0518195 0.000484013 212 30. 0.050613 0.055784 18.7489 24.8077 1 2458574.9987037 486120203 64.0394000567028 37.5345289434728 1.89789021140095 0.961592028270641 56.4787431534332 68.9406901212287 0.824754301677094 1.06165303056626 0.295756649667071 21.086999797821 0.0930000022053719 1.00100004673004 0.128000006079674 2458187.034896 2458307.859282 0
 465 435 14 1 ZTF_g 820504955315 0 2.4399 21.4352 6.30221 24.6479 0.00459577 0.0327194 -0.104151 0.00223477 15 30. 0.099174 0.113834 18.6477 24.6479 1 2458575.0049537 435120153 -20.6326741610199 32.0129363384132 -0.716943298818953 1.08313012050176 -26.8164695793801 52.5013426217886 -0.514216945638192 1.08462262333254 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 466 486 1 3 ZTF_g 820505400315 0 2.3862 20.9423 5.60046 24.4604 0.0392202 0.0685241 -0.111333 0.0196952 17 30. 0.057481 0.07479 18.5963 24.4604 1 2458575.0054051 486120103 -35.6842322479759 29.3089052235291 -1.3543520263038 1.00591465728779 -24.3376114438939 48.8499898169642 -0.501566668673534 1.06856559322998 0.887391318589178 22.5659999370575 0.305000007152557 0.899999976158142 -0.670000016689301 2458205.029514 2458334.802222 0
 467 435 14 1 ZTF_r 821459465315 0 1.8915 197.268 6.41155 26.2457 0.0013237 0.0466357 0.0120326 0.000522876 107 30. 0.056394 0.061486 20.5252 26.2457 1 2458575.9594676 435120253 25.505016326762 25.0944878231821 1.13058201043402 0.993418656507621 -25.2553746194089 48.3910194345665 -0.525417139742555 1.05030276140442 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 468 435 14 1 ZTF_g 821521945315 0 2.437 21.9321 7.95879 24.2937 0.0138851 0.043664 0.214663 0.0071342 12 30. 0.117485 0.113195 18.04 24.2937 1 2458576.0219444 435120153 -39.2464251949307 40.7674258865833 -1.07088199179036 1.00092746557414 -109.967537851714 68.9252802226337 -1.60620566486668 1.06962743706258 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 469 435 14 1 ZTF_g 823480795315 0 2.2439 55.7691 4.9698 25.7165 0.00319414 0.0624378 -0.122507 0.00132943 78 30. 0.084209 0.083207 20.0403 25.7165 1 2458577.9807986 435120153 25.2717962007767 23.8947861916441 1.17648870726474 0.951642187955046 23.0211217629296 41.6065369806771 0.557031947967324 1.06433428739706 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 470 487 4 2 ZTF_g 823481701415 0 1.9471 52.2693 4.93886 25.0163 0.003552 0.0641851 0.00950183 0.00142807 126 30. 0.053836 0.067847 19.4618 25.0163 1 2458577.9817014 487120114 -28.597166224985 21.0091221790342 -1.51415346296626 1.03459204392279 -64.018996744411 39.0277802415111 -1.65139211023487 1.049742984391 null null null null null 2458206.009410 2458273.943530 57
 471 486 1 3 ZTF_g 823498040315 0 2.115 71.6333 4.37775 25.751 0.00139471 0.0513664 -0.0841511 0.000569021 174 30. 0.058292 0.068199 20.2469 25.751 1 2458577.998044 486120103 -35.4047073727138 20.2696232002527 -1.94298807343103 0.995633956280761 -75.1445545648599 36.4300997079595 -2.07659759566238 1.05387555563561 0.887391318589178 22.5659999370575 0.305000007152557 0.899999976158142 -0.670000016689301 2458205.029514 2458334.802222 0
 472 486 1 3 ZTF_r 827444800315 0 1.6929 119.202 7.46939 25.6748 0.000394757 0.0311601 0.0566839 0.000152577 239 30. 0.05121 0.061859 19.8519 25.6748 1 2458581.9448032 486120203 -40.181337776442 28.4597887583403 -1.57053464352582 1.03119306004771 -11.1089697523878 53.6844305567516 -0.208324633172759 1.0610893023825 0.295756649667071 21.086999797821 0.0930000022053719 1.00100004673004 0.128000006079674 2458187.034896 2458307.859282 0
 473 487 4 2 ZTF_g 827498801415 0 2.5027 83.9198 5.48137 25.7379 0.00269944 0.0580527 -0.108747 0.0010856 140 30. 0.068025 0.068602 19.855 25.7379 1 2458581.9988079 487120114 1.61862596013973 28.497324143265 0.0631825602646499 0.906697730107651 -7.9057199265497 48.4719952767248 -0.164197189731358 1.05140474881996 null null null null null 2458206.009410 2458273.943530 57
 474 435 14 1 ZTF_r 828459905315 0 2.2316 208.932 7.03124 26.2311 0.000332156 0.0233628 0.0642259 0.000131683 109 30. 0.069903 0.066066 20.2618 26.2311 1 2458582.9599074 435120253 -4.87584818160224 31.4420749935608 -0.172501857726188 0.948713890113147 -34.690913479208 55.9589735931931 -0.624110067338283 1.06075265312692 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 475 487 4 2 ZTF_r 828460351415 0 2.0877 157.141 6.45331 26.0316 0.000252887 0.024301 0.0761845 9.32554e-05 350 30. 0.058832 0.060076 20.1812 26.0316 1 2458582.9603588 487120214 -32.3249877015256 28.6584196571662 -1.25470298577822 1.01029667254314 -54.3079121085924 50.307366783091 -1.08679270089766 1.06139795517657 0.253167286046766 20.9560002326965 0.0649999976158142 0.606000006198883 0.0120000001043081 2458217.984491 2458290.834907 0
 476 435 14 1 ZTF_r 829511855315 0 2.6864 203.889 7.17237 26.1563 0.000467294 0.027782 0.0737286 0.000184289 109 30. 0.081673 0.086045 20.0167 26.1563 1 2458584.0118519 435120253 13.2567092843441 35.4188937558398 0.416347096992787 1.03906874554811 107.652638910975 56.8268574081557 1.90715606265904 1.0792437276562 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 477 487 4 2 ZTF_g 830480331415 0 2.874 118.229 4.842 26.0581 0.00225623 0.0578558 -0.0981715 0.000890275 184 30. 0.072726 0.086495 20.1695 26.0581 1 2458584.9803356 487120114 -23.4216958627205 27.3211873441005 -0.953616087555893 0.970020514220647 -18.7097795889806 42.2107861768063 -0.4462317037186 1.07071220960183 null null null null null 2458206.009410 2458273.943530 57
 478 486 1 3 ZTF_r 830504740315 0 2.2439 161.98 6.36384 26.0274 0.000281574 0.0265832 0.0537129 0.000108114 247 30. 0.056992 0.059299 20.1431 26.0274 1 2458585.0047454 486120203 17.7581457055959 31.1752219740605 0.633640403302767 0.930002371953418 14.2811334583448 54.2102894963622 0.265213815447623 1.06234227310562 0.295756649667071 21.086999797821 0.0930000022053719 1.00100004673004 0.128000006079674 2458187.034896 2458307.859282 0
 479 487 4 2 ZTF_r 830505191415 0 2.1767 154.621 6.42322 26.019 0.000233933 0.0238647 0.0702388 8.62896e-05 355 30. 0.06182 0.062893 20.1257 26.019 1 2458585.0051968 487120214 -19.8142895027905 29.8409509064223 -0.738619292368483 1.02350362799491 82.8422310547612 52.174272075507 1.59849241646415 1.06520685545316 0.253167286046766 20.9560002326965 0.0649999976158142 0.606000006198883 0.0120000001043081 2458217.984491 2458290.834907 0
 480 435 14 1 ZTF_r 831439565315 0 2.3149 192.553 6.14056 26.142 0.000434793 0.0265952 0.050692 0.000171224 109 30. 0.079758 0.077204 20.3033 26.142 1 2458585.9395602 435120253 22.2288205850199 27.100800329068 0.912408043413616 0.949869652444524 -63.4841900274738 46.9452389260434 -1.36141089409623 1.06140613623062 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 481 487 4 2 ZTF_r 831440461415 0 2.3281 142.424 5.70707 25.9543 0.00031189 0.0275218 0.060884 0.000114964 356 30. 0.074966 0.07104 20.1153 25.9543 1 2458585.940463 487120214 8.89286834335747 29.4120766007971 0.33633415729094 0.955899402639919 61.7881529330528 48.9120544172814 1.27175806535035 1.06914495049297 0.253167286046766 20.9560002326965 0.0649999976158142 0.606000006198883 0.0120000001043081 2458217.984491 2458290.834907 0
 482 487 4 2 ZTF_g 832459031415 0 3.1378 120.516 4.97571 26.075 0.00180137 0.0502999 -0.0899194 0.000713658 170 30. 0.093696 0.083098 20.0902 26.075 1 2458586.9590394 487120114 -14.1019736582868 27.4779516308575 -0.570887252305103 1.03806844813567 -66.0789602692859 40.8995569871243 -1.62652142881374 1.07621227808954 null null null null null 2458206.009410 2458273.943530 57
 483 487 4 2 ZTF_r 832481271415 0 2.63 155.903 6.36731 26.0273 0.000306406 0.0277816 0.0568096 0.000113181 367 30. 0.087232 0.077337 19.9953 26.0273 1 2458586.9812731 487120214 23.9243918231919 34.3792998540264 0.774102873697826 0.979000365376877 94.2149241164155 54.4093113827183 1.74325799464378 1.08542967256204 0.253167286046766 20.9560002326965 0.0649999976158142 0.606000006198883 0.0120000001043081 2458217.984491 2458290.834907 0
 484 486 1 3 ZTF_g 833462380315 0 2.5562 84.402 4.80668 25.8944 0.00132116 0.0488758 -0.064351 0.000546945 158 30. 0.063328 0.07126 20.1352 25.8944 1 2458587.9623843 486120103 -1.73145977674437 27.6127537202111 -0.0697521323425014 0.955151191077364 -70.9767405076845 45.2417015105836 -1.57940065366304 1.06584432796623 0.887391318589178 22.5659999370575 0.305000007152557 0.899999976158142 -0.670000016689301 2458205.029514 2458334.802222 0
 485 435 14 1 ZTF_g 833480455315 0 2.3792 45.7663 6.06123 25.3333 0.00517184 0.0648099 0.00139125 0.00223516 52 30. 0.093198 0.094694 19.4027 25.3333 1 2458587.9804514 435120153 8.3296311086127 27.4842823115111 0.337129043688061 0.968689677888922 16.2710599471267 46.4965259399206 0.352298287686922 1.07503020807734 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 486 487 4 2 ZTF_g 833480901415 0 2.5878 58.9854 5.80913 25.0628 0.00629111 0.0693154 0.0628226 0.00260414 73 30. 0.066852 0.080597 19.0934 25.0628 1 2458587.9809028 487120114 -12.0856491683055 28.9368096063509 -0.464594578259197 0.994138144307213 -59.319132641213 46.7286658952553 -1.27798748944245 1.06762532588861 null null null null null 2458206.009410 2458273.943530 57
 487 435 14 1 ZTF_r 833501715315 2097152 2.2283 83.6024 9.45765 25.1812 0.00140216 0.0467413 0.0754428 0.000563889 100 30. 0.072756 0.076285 18.8824 25.1812 1 2458588.001713 435120253 -23.7575369693262 50.423228281709 -0.52411376690214 0.897800907106104 105.949778650865 82.5919206304345 1.29145024951248 1.12036530508528 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 488 486 1 3 ZTF_r 833502170315 0 2.6124 60.336 8.86206 24.8955 0.00144246 0.0525821 0.0752846 0.000571161 170 30. 0.063732 0.070012 18.4694 24.8955 1 2458588.0021759 486120203 -35.6917860666734 51.9177489084403 -0.764728416800503 0.922537621059959 -8.90565669660995 81.6122166567932 -0.109856553027487 1.0919989841643 0.295756649667071 21.086999797821 0.0930000022053719 1.00100004673004 0.128000006079674 2458187.034896 2458307.859282 0
 489 487 4 2 ZTF_r 833505841415 0 2.0665 41.9015 9.85735 24.548 0.002359 0.0582537 0.0896973 0.000905152 197 30. 0.051145 0.060476 18.224 24.548 1 2458588.0058449 487120214 22.670315133671 49.3152890069879 0.511364736157156 0.937069759072356 -48.5967505040786 88.5477368358428 -0.55251612478174 1.05799412966881 0.253167286046766 20.9560002326965 0.0649999976158142 0.606000006198883 0.0120000001043081 2458217.984491 2458290.834907 0
 490 435 14 1 ZTF_r 834415835315 0 2.0033 205.165 9.6843 26.199 0.000406254 0.0258642 0.0612275 0.000160404 107 30. 0.058768 0.063623 19.9943 26.199 1 2458588.9158333 435120253 -35.8371040800506 39.1872129226424 -1.01728662008765 1.00311929765954 -146.534230656877 74.9072732228343 -1.96938348953563 1.04958468174883 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 491 487 4 2 ZTF_r 834443151415 0 1.5898 154.201 7.98101 25.9784 0.000279624 0.0259102 0.0869922 0.000103138 354 30. 0.051395 0.062753 20.1075 25.9784 1 2458588.9431597 487120214 -3.48724146037117 29.4424719700884 -0.131753618102455 1.00020501598408 10.3704294363724 56.6988727127937 0.184135492925458 1.05052486302252 0.253167286046766 20.9560002326965 0.0649999976158142 0.606000006198883 0.0120000001043081 2458217.984491 2458290.834907 0
 492 486 1 3 ZTF_r 837441900315 0 2.2384 158.691 12.2136 25.9737 0.000466631 0.0357205 0.0629876 0.000180367 252 30. 0.058634 0.071508 19.3615 25.9737 1 2458591.9419097 486120203 59.3942461196551 58.2322031344615 1.13458216921818 0.933350974080631 43.2376571165599 100.562675248931 0.43285309501924 1.06479246431927 0.295756649667071 21.086999797821 0.0930000022053719 1.00100004673004 0.128000006079674 2458187.034896 2458307.859282 0
 493 435 14 1 ZTF_r 838398065315 0 2.0878 120.695 30.2243 25.574 0.00483382 0.0693553 0.00210274 0.00196132 69 30. 0.075462 0.079935 18.0085 25.574 1 2458592.8980671 435120253 27.7456169857117 119.138609123279 0.259057793540576 0.9909183863927 -168.190760792833 211.688209607024 -0.799872300672503 1.07136426921346 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 494 435 14 1 ZTF_g 838480125315 0 2.4242 98.351 16.7119 26.36 0.00326695 0.0431007 -0.136649 0.00140032 38 30. 0.092366 0.092548 19.3099 26.36 1 2458592.9801273 435120153 112.110440912522 87.5071286628765 1.42513966581356 0.902895713122731 151.978256895273 147.696262893156 1.03592221091064 1.07174221949394 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 495 435 14 1 ZTF_r 839420085315 2097152 2.6246 206.684 14.5119 26.2047 0.000736586 0.0348029 0.051044 0.000290045 106 30. 0.077397 0.084665 19.2978 26.2047 1 2458593.920081 435120253 24.1476365518073 74.5931796688753 0.360105961895954 1.12885057465247 6.73018489948979 117.170918104116 0.0578258939303338 1.10035968288198 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 496 487 4 2 ZTF_r 839420981415 0 2.514 156.535 13.4203 26.0149 0.000761013 0.0428264 0.064516 0.000281274 345 30. 0.066417 0.076749 19.1822 26.0149 1 2458593.9209838 487120214 -119.132105636074 69.8216351706713 -1.8979886174473 1.11846679438821 15.8754259824011 110.743005353006 0.144319253742828 1.07871109671294 0.253167286046766 20.9560002326965 0.0649999976158142 0.606000006198883 0.0120000001043081 2458217.984491 2458290.834907 0
 497 487 4 2 ZTF_g 839466271415 0 2.969 124.833 14.9619 25.9643 0.0103458 0.0545467 0.0224182 0.00460444 36 30. 0.067068 0.092251 18.8648 25.9643 1 2458593.9662731 487120114 -34.5728747901271 94.3408058819892 -0.407653065627677 0.94463821542084 144.525966294181 140.300740774551 1.03705337683329 1.08877570114794 null null null null null 2458206.009410 2458273.943530 57
 498 486 1 3 ZTF_r 843417650315 0 1.9518 162.867 11.4456 26.0193 0.000452539 0.0337768 0.0562272 0.000174194 249 30. 0.054393 0.054218 19.5731 26.0193 1 2458597.9176505 486120203 -3.46469071622081 45.3784553393159 -0.0849316506751592 1.09398671613157 167.233624160653 82.0897411292627 2.05092560806153 1.05684851620724 0.295756649667071 21.086999797821 0.0930000022053719 1.00100004673004 0.128000006079674 2458187.034896 2458307.859282 0
 499 487 4 2 ZTF_r 843438201415 0 1.936 157.064 11.085 26.0296 0.000368966 0.0301907 0.073086 0.000136534 366 30. 0.055669 0.053197 19.6188 26.0296 1 2458597.938206 487120214 -62.2754757592297 50.5817418252967 -1.3695505749832 0.956916373307166 0.699134909332762 93.3519372375683 0.00753967881117017 1.05336370852304 0.253167286046766 20.9560002326965 0.0649999976158142 0.606000006198883 0.0120000001043081 2458217.984491 2458290.834907 0
 500 487 4 2 ZTF_r 844378781415 0 2.2797 150.422 9.98934 25.953 0.000455719 0.0321983 0.0797325 0.000168083 337 30. 0.065137 0.068961 19.5292 25.953 1 2458598.8787847 487120214 -37.6067558260385 47.2760692999338 -0.884869672926543 1.07235245187319 45.6305287102835 79.1449375239568 0.580426927907933 1.07203069277606 0.253167286046766 20.9560002326965 0.0649999976158142 0.606000006198883 0.0120000001043081 2458217.984491 2458290.834907 0
 501 486 1 3 ZTF_g 845355770315 0 2.2839 254.463 7.70965 27.0902 0.000820771 0.045431 -0.0572599 0.000317011 244 90. 0.065937 0.068061 20.8531 27.0902 2 2458599.8557755 486120103 -37.585089783263 42.6109760732315 -0.981180504848253 1.03027517318529 -176.210366807801 73.3041112197614 -2.4200164331121 1.06178649425699 0.887391318589178 22.5659999370575 0.305000007152557 0.899999976158142 -0.670000016689301 2458205.029514 2458334.802222 0
 502 487 4 2 ZTF_g 845371651415 0 1.9203 338.837 9.49014 27.1182 0.000860301 0.0460901 -0.0395223 0.000319361 352 90. 0.052161 0.061192 20.8109 27.1182 2 2458599.8716551 487120114 -32.883767951063 47.5775217341434 -0.768837503174324 0.893326441422275 -26.0787248479668 86.7728864243585 -0.302564172313679 1.05134526078566 null null null null null 2458206.009410 2458273.943530 57
 503 435 14 1 ZTF_g 845372805315 0 1.9446 260.257 10.2323 27.3036 0.000844965 0.0371563 -0.0741814 0.000334182 108 90. 0.061032 0.065573 20.9882 27.3036 2 2458599.8728009 435120153 -38.693773056353 44.9046745489572 -0.958526950118215 1.01863761634401 -41.5086353113263 80.8001686121469 -0.517179593509679 1.075906232189 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 504 435 14 1 ZTF_r 845498205315 0 1.8685 625.935 15.5702 27.4622 0.000429573 0.0267519 0.0424849 0.000168963 110 90. 0.05116 0.055219 20.8331 27.4622 2 2458599.998206 435120253 48.0330735756666 61.6286285151548 0.866987179714381 0.946256442526944 -84.6304935460457 116.742451342666 -0.729815793735585 1.05536100031897 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 505 435 14 1 ZTF_r 851439785315 0 1.9977 199.77 6.23063 26.1788 0.00036015 0.0242946 0.0555338 0.000142294 110 30. 0.060875 0.06017 20.4007 26.1788 1 2458605.9397801 435120253 -37.6234965207569 24.948028635017 -1.67755868308535 1.08281137405026 -78.2022778138429 46.0601660009623 -1.7092638062276 1.06318828133368 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 506 487 4 2 ZTF_r 851440691415 0 1.8241 149.18 5.80098 25.9683 0.000237339 0.0230466 0.0784759 8.76203e-05 329 30. 0.057879 0.056875 20.3424 25.9683 1 2458605.9406944 487120214 -30.168644879953 25.0644574828821 -1.33891280544077 0.929949335772221 -66.0018232322034 45.1916870524867 -1.47032238986583 1.0642703715328 0.253167286046766 20.9560002326965 0.0649999976158142 0.606000006198883 0.0120000001043081 2458217.984491 2458290.834907 0
 507 487 4 2 ZTF_g 852477851415 0 2.2716 120.688 4.00417 26.0118 0.00134092 0.0516159 -0.045854 0.000507419 292 30. 0.060319 0.066508 20.5257 26.0118 1 2458606.9778588 487120114 10.7788523955702 19.2151491982435 0.623998527630989 0.983619283694302 -7.87217397701925 33.835222501 -0.234229094295007 1.05099214730336 null null null null null 2458206.009410 2458273.943530 57
 508 435 14 1 ZTF_g 852478315315 0 2.0947 92.6697 4.19136 26.2011 0.00136317 0.0469366 -0.0848692 0.000544261 105 30. 0.072413 0.077967 20.8058 26.2011 1 2458606.9783102 435120153 -19.8411753613776 18.921612081235 -1.16644445256133 1.03742093812631 -27.3251042054544 33.9436134586716 -0.810436413551536 1.07252748543477 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 509 486 1 3 ZTF_g 852478760315 0 2.0523 94.7606 3.82384 26.0241 0.00103751 0.0486202 -0.0785235 0.000408508 218 30. 0.059011 0.061059 20.7059 26.0241 1 2458606.9787616 486120103 -20.9422853811428 19.1527357130386 -1.21632059009362 0.928366650443507 -83.6719541135341 34.6243790123793 -2.43283755380653 1.06071872445025 0.887391318589178 22.5659999370575 0.305000007152557 0.899999976158142 -0.670000016689301 2458205.029514 2458334.802222 0
 510 435 14 1 ZTF_r 853358285315 0 1.6375 195.827 6.08223 26.1168 0.000437964 0.0269972 0.0710969 0.00017427 109 30. 0.055777 0.068358 20.5782 26.1168 1 2458607.858287 435120253 37.0384589462944 22.9220708604613 1.79743775223913 0.92145764674995 33.1056281040407 42.581556969869 0.782700276498444 1.06825949517161 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
