 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 1463 435 14 1 ZTF_g 1212456595315 0 1.9477 97.77 5.10132 26.216 0.00115098 0.0426771 -0.0598247 0.000460253 101 30. 0.080969 0.087864 20.6795 26.216 1 2458966.9565972 435120153 -41.116336969646 21.1012047602724 -2.16751427306162 0.969752514694728 -63.3911305993327 38.2409912333368 -1.6688394168896 1.07389651979311 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 1464 435 14 1 ZTF_i 1213475565315 2097152 1.8979 393.183 9.8698 26.3227 0.000177129 0.0187681 0.164803 0.000149149 112 60. 0.061216 0.060727 20.2443 26.3227 2 2458967.9755671 1000435130353 -17.5393814344293 32.1137562375457 -0.607544323607438 1.04286629733892 23.2979869599612 63.9787501187589 0.366604539773699 1.04444203110044 0.0473745246560823 19.1570002174377 0.0260000005364418 0.418000012636185 0 2458955.983449 2458983.899873 0
 1465 435 14 1 ZTF_i 1214498225315 2097152 1.8581 410.515 12.1339 26.3535 0.000151863 0.0176719 0.178059 0.000127173 113 60. 0.054235 0.060655 20.0321 26.3535 2 2458968.9982292 1000435130353 11.1049148916716 44.1807676690637 0.279599749386765 0.920639597486647 -2.98739153379847 88.4120751301334 -0.034016979956993 1.04260946845479 0.0473745246560823 19.1570002174377 0.0260000005364418 0.418000012636185 0 2458955.983449 2458983.899873 0
 1466 486 1 3 ZTF_g 1215434680315 0 2.1259 90.9989 4.49805 25.9761 0.00121572 0.0501884 -0.075809 0.000487429 194 30. 0.064333 0.067337 20.4114 25.9761 1 2458969.9346875 486120103 12.2063732265919 21.0034400887518 0.646473926632563 0.992452138667772 0.227115040045354 37.4494307308088 0.00610542452702764 1.05995756429935 0.887391318589178 22.5659999370575 0.305000007152557 0.899999976158142 -0.670000016689301 2458205.029514 2458334.802222 0
 1467 435 14 1 ZTF_g 1215437035315 0 1.995 33.7088 5.85258 25.1102 0.0053304 0.0609074 -0.0840009 0.00234218 46 30. 0.09951 0.097058 19.3933 25.1102 1 2458969.937037 435120153 15.8274119577002 27.3100687973329 0.644676609638719 0.91454947040725 61.0214183684945 48.7653525646926 1.25975509047271 1.0812486906262 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 1468 435 14 1 ZTF_i 1217474035315 2097152 1.9746 402.544 10.1102 26.3607 0.000127206 0.0159048 0.160491 0.000107111 112 60. 0.063101 0.060404 20.1596 26.3607 2 2458971.9740394 1000435130353 -34.5563208744704 38.1416622829429 -1.00781932713487 0.992826719252543 -48.2042727309091 73.4878447563543 -0.6603667782349 1.04520726213946 0.0473745246560823 19.1570002174377 0.0260000005364418 0.418000012636185 0 2458955.983449 2458983.899873 0
 1469 486 1 3 ZTF_r 1218437660315 0 2.1759 177.556 7.07179 26.0732 0.000423504 0.0317638 0.0730117 0.000163945 236 30. 0.065678 0.06841 20.1066 26.0732 1 2458972.937662 486120203 44.3490956224307 34.176920104524 1.44346628971509 0.875288579906099 45.4559705241281 58.5666316603008 0.781368465346333 1.08398613792753 0.295756649667071 21.086999797821 0.0930000022053719 1.00100004673004 0.128000006079674 2458187.034896 2458307.859282 0
 1470 486 1 3 ZTF_g 1218461560315 0 2.1131 104.219 4.49644 26.0887 0.00134353 0.0530877 -0.0386431 0.000531153 211 30. 0.062378 0.066448 20.5275 26.0887 1 2458972.9615625 486120103 15.8089926108607 21.1277165257704 0.83235086716132 1.02253377847683 -46.8924120711889 37.7547225980117 -1.25039284931536 1.05771779339483 0.887391318589178 22.5659999370575 0.305000007152557 0.899999976158142 -0.670000016689301 2458205.029514 2458334.802222 0
 1471 435 14 1 ZTF_g 1218462025315 0 2.056 103.284 5.05721 26.2921 0.00123794 0.0435033 -0.0809378 0.000492809 100 30. 0.104748 0.093779 20.7187 26.2921 1 2458972.9620255 435120153 -16.1523770966774 22.3317202270189 -0.804579694532453 0.975099502178636 -29.8374000891623 39.1625900478532 -0.767016600759825 1.07857643030191 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 1472 435 14 1 ZTF_i 1218496425315 2097152 1.7427 404.856 11.8447 26.3393 0.000106895 0.0148292 0.178888 8.95461e-05 113 60. 0.054533 0.062063 20.14 26.3393 2 2458972.9964236 1000435130353 14.9663173677103 38.9837352075896 0.427057450479108 0.996287883744815 38.8657284669114 78.903918008454 0.495887813582083 1.04145821495957 0.0473745246560823 19.1570002174377 0.0260000005364418 0.418000012636185 0 2458955.983449 2458983.899873 0
 1473 435 14 1 ZTF_i 1219434785315 2097152 1.8189 410.451 10.9343 26.3547 0.000182252 0.0182323 0.17243 0.000151861 112 60. 0.057374 0.063027 20.1457 26.3547 2 2458973.9347801 1000435130353 0.752884039438621 40.1099957373908 0.0208799894933321 0.982314145699958 9.04623341551236 78.6558797521356 0.115784863722064 1.04515412704857 0.0473745246560823 19.1570002174377 0.0260000005364418 0.418000012636185 0 2458955.983449 2458983.899873 0
 1474 435 14 1 ZTF_i 1220406955315 2097152 1.7176 200.963 9.31872 25.5802 0.000288866 0.0242228 0.16915 0.000242195 113 30. 0.054129 0.063117 19.5755 25.5802 2 2458974.906956 1000435130353 -152.802306882437 33.7036894142234 -5.04321250070245 0.970131977510999 -183.050394796795 68.1793725403375 -2.70291794821829 1.0461806265099 0.0473745246560823 19.1570002174377 0.0260000005364418 0.418000012636185 0 2458955.983449 2458983.899873 0
 1475 486 1 3 ZTF_g 1221304580315 0 2.5181 87.447 18.1924 25.7697 0.0123999 0.0570736 0.0751499 0.00592508 27 30. 0.093805 0.081 18.6013 25.7697 1 2458975.8045833 486120103 41.7831517710501 110.105975966913 0.422128920069296 0.881123817631819 134.350667767113 176.11683741241 0.767987486214347 1.09424310229557 0.887391318589178 22.5659999370575 0.305000007152557 0.899999976158142 -0.670000016689301 2458205.029514 2458334.802222 0
 1476 486 1 3 ZTF_r 1221431650315 0 2.0673 179.792 11.9663 26.0945 0.000426123 0.0315708 0.0661987 0.000164322 237 30. 0.05547 0.062534 19.5601 26.0945 1 2458975.9316551 486120203 -18.6846264743499 56.2528392109012 -0.369483266267174 0.956338548670544 -40.000772926728 96.9066286096313 -0.415556510546359 1.07504004644608 0.295756649667071 21.086999797821 0.0930000022053719 1.00100004673004 0.128000006079674 2458187.034896 2458307.859282 0
 1477 435 14 1 ZTF_g 1221461035315 0 2.2887 104.324 14.6935 26.2493 0.00388342 0.0505633 -0.00855977 0.00171251 46 30. 0.089549 0.099839 19.4131 26.2493 1 2458975.9610301 435120153 105.921316488736 77.1393454842198 1.52743318348849 1.02679297025414 172.700836088474 126.410488916592 1.37539208689063 1.12627578640676 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 1478 435 14 1 ZTF_r 1222338475315 2097152 1.8664 211.682 21.1274 26.1926 0.000699553 0.0345662 0.0795306 0.000274789 109 30. 0.062272 0.076033 19.1741 26.1926 2 2458976.8384722 435120253 -59.9428594806701 89.205178323886 -0.747484500601971 1.0546116738497 -214.424709044154 163.142858072157 -1.32318922413995 1.07718172687045 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 1479 435 14 1 ZTF_i 1222408155315 2097152 1.7379 207.222 12.2776 25.6078 0.000192752 0.0201124 0.181312 0.000160806 115 30. 0.053287 0.060829 19.2543 25.6078 2 2458976.9081597 1000435130353 -22.6070130199268 43.5608745404941 -0.577299784437265 1.04579438033101 -116.32906551611 88.6914229097471 -1.32044953867205 1.04027120703446 0.0473745246560823 19.1570002174377 0.0260000005364418 0.418000012636185 0 2458955.983449 2458983.899873 0
 1480 435 14 1 ZTF_g 1222452045315 0 1.9217 105.646 19.232 26.2874 0.00364345 0.0476938 -0.0400204 0.00156907 43 30. 0.086668 0.096426 19.2894 26.2874 2 2458976.9520486 435120153 -2.5772793777448 83.3459931288319 -0.0343978718300935 1.04419608590603 246.095257523631 153.028546496878 1.61899677487413 1.07796931418912 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 1481 435 14 1 ZTF_i 1223324385315 2097152 1.7269 126.756 39.3296 25.2397 0.00256651 0.0720647 0.163402 0.00214943 105 30. 0.061822 0.080458 17.5275 25.2397 2 2458977.8243866 1000435130353 165.956811545398 166.752469296319 1.10707644296566 1.05934455796644 961.862506982616 319.179173687274 3.03384677365128 1.05747610065847 0.0473745246560823 19.1570002174377 0.0260000005364418 0.418000012636185 0 2458955.983449 2458983.899873 0
 1482 435 14 1 ZTF_r 1223438545315 2097152 1.5966 219.513 17.9407 26.2783 0.000574291 0.0312745 0.0468404 0.000224173 111 30. 0.049784 0.068941 19.5966 26.2783 2 2458977.9385417 435120253 -69.6388814751091 64.1565603876281 -1.20743988003965 0.954166671609543 -99.5443871348271 127.990902325424 -0.782983965959204 1.05434989701486 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 1483 435 14 1 ZTF_i 1224355475315 2097152 1.8009 379.732 21.5113 26.2344 0.000207655 0.01971 0.185864 0.00017649 112 60. 0.055193 0.061518 19.2494 26.2344 2 2458978.8554745 1000435130353 1.45377828589889 89.6195620652985 0.0180447205834791 0.936852963435807 -138.364951016526 173.251465353775 -0.804015404071741 1.04612155239927 0.0473745246560823 19.1570002174377 0.0260000005364418 0.418000012636185 0 2458955.983449 2458983.899873 0
 1484 486 1 3 ZTF_g 1224407710315 0 2.0371 82.8287 19.2332 25.8574 0.00885238 0.0555664 0.00125175 0.00410938 33 30. 0.064176 0.081888 18.7882 25.8574 1 2458978.9077199 486120103 -0.707775343666579 93.1333954967452 -0.00845366032381401 0.952107509954083 9.9076084210884 165.283565069455 0.06034681506081 1.07137368107161 0.887391318589178 22.5659999370575 0.305000007152557 0.899999976158142 -0.670000016689301 2458205.029514 2458334.802222 0
 1485 435 14 1 ZTF_g 1224417415315 0 1.9722 91.2736 23.182 26.1783 0.0123548 0.0682032 -0.0895542 0.0056111 27 30. 0.098957 0.103443 18.9297 26.1783 1 2458978.917419 435120153 -48.1480160103441 95.1963440356406 -0.562617099571685 1.02775495140914 100.862670687974 174.524907588501 0.581819454777195 1.06444102024859 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 1486 435 14 1 ZTF_g 1224418355315 0 2.0837 73.9319 23.1866 25.9635 0.00695306 0.0438841 -0.0241259 0.00315354 21 30. 0.104821 0.106512 18.682 25.9635 2 2458978.9183565 435120153 101.819747039694 111.535253190292 1.01548767646024 1.13175326624756 232.474853461277 195.110653507632 1.19952745156278 1.08447378119431 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 1487 486 1 3 ZTF_r 1224479430315 1 1.9967 95.0959 31.0261 25.4018 0.00303048 0.0598869 0.117147 0.00124715 101 30. 0.052059 0.059764 17.8103 25.4018 1 2458978.9794329 486120203 -27.7520482573397 127.951649560787 -0.241270349821282 0.938730306269647 -271.294150391442 235.07604813645 -1.16184245170176 1.05195289955831 0.295756649667071 21.086999797821 0.0930000022053719 1.00100004673004 0.128000006079674 2458187.034896 2458307.859282 0
 1488 435 14 1 ZTF_r 1225307175315 2097152 2.0193 195.731 23.3484 26.1339 0.00126032 0.045143 0.0402722 0.000499092 103 30. 0.084211 0.09035 18.9067 26.1339 2 2458979.8071759 435120253 -45.1882562024289 104.040305461693 -0.483146418898856 0.965771578039239 -8.74161902898285 192.001530746727 -0.0458355425702318 1.05781648896633 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 1489 435 14 1 ZTF_i 1225415285315 2097152 1.75 390.52 22.0144 26.294 0.000212401 0.0193289 0.174053 0.000177307 113 60. 0.051925 0.061741 19.3805 26.294 2 2458979.9152894 1000435130353 78.6012635088167 74.538757860322 1.17301124964674 1.05013178063873 141.860183617277 150.884328567572 0.946523880058847 1.0358865935711 0.0473745246560823 19.1570002174377 0.0260000005364418 0.418000012636185 0 2458955.983449 2458983.899873 0
 1490 435 14 1 ZTF_g 1225457965315 0 1.8448 97.2365 18.9614 26.2802 0.00425861 0.048064 -0.0819552 0.001912 39 30. 0.08376 0.09363 19.3224 26.2802 2 2458979.957963 435120153 7.29106553525413 83.742184235814 0.0968504222778463 0.882745759605384 150.094964376764 160.18433888118 0.943324819723028 1.06251366594702 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 1491 435 14 1 ZTF_i 1226393615315 2097152 2.1337 403.21 17.5941 26.3286 0.000113954 0.0146728 0.186784 9.43766e-05 113 60. 0.065892 0.074266 19.4581 26.3286 2 2458980.8936111 1000435130353 -15.4501818648735 68.7856451033143 -0.249856459885083 1.05954798545845 -279.766108194031 124.075610559674 -2.26998962776472 1.04894712295023 0.0473745246560823 19.1570002174377 0.0260000005364418 0.418000012636185 0 2458955.983449 2458983.899873 0
 1492 435 14 1 ZTF_g 1226418075315 0 2.4651 104.844 14.2431 26.3693 0.00332781 0.0482427 -0.10263 0.00144723 47 30. 0.095581 0.110645 19.487 26.3693 2 2458980.9180787 435120153 -45.6032392881251 69.6090961664328 -0.728759952582358 0.981688393075581 -114.192014338018 115.736126108679 -0.993303543067102 1.07162618733903 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 1493 435 14 1 ZTF_r 1226481935315 2097152 2.4379 229.47 14.6369 26.2856 0.000653711 0.0335895 0.0633717 0.00025604 112 30. 0.074703 0.084722 19.4387 26.2856 2 2458980.9819329 435120253 199.138823379472 73.1291375091366 3.02914656048132 0.952583643410837 241.962179003096 121.026337625798 2.01271733887475 1.076936362659 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 1494 435 14 1 ZTF_g 1227316115315 0 3.8268 92.7372 8.42751 26.1873 0.00750024 0.0598132 -0.0448148 0.00330751 35 30. 0.12963 0.13073 19.5124 26.1873 1 2458981.8161111 435120153 -86.9584514197377 59.6555919360211 -1.62149434660663 0.965202670652951 -73.0163423666016 76.0845896502574 -0.96613666409096 1.18713026298045 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 1495 435 14 1 ZTF_g 1227317045315 0 3.7428 91.7589 8.56794 26.1489 0.00348813 0.0444132 -0.0216556 0.00153902 40 30. 0.128157 0.129496 19.4709 26.1489 2 2458981.8170486 435120153 -71.3273464790248 57.7260131822851 -1.37448278429801 0.997921936755415 -64.2523792092194 74.7343794159681 -0.865533683231834 1.17420612076264 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 1496 486 1 3 ZTF_g 1227330150315 0 4.2261 97.2319 8.68044 25.8394 0.00369009 0.0353045 0.0885272 0.00171949 30 30. 0.101692 0.114297 18.9972 25.8394 1 2458981.8301505 486120103 -45.6052188454248 70.3180826662343 -0.721443499683476 0.966349661681016 -20.1681778426413 88.0796401664891 -0.23051878552645 1.22848453208582 0.887391318589178 22.5659999370575 0.305000007152557 0.899999976158142 -0.670000016689301 2458205.029514 2458334.802222 0
 1497 435 14 1 ZTF_i 1227392015315 2097152 1.8741 400.999 14.4707 26.343 0.000185461 0.018186 0.16165 0.000155249 112 60. 0.05648 0.063414 19.7589 26.343 2 2458981.8920139 1000435130353 9.84449126031435 60.5989744182075 0.180710257464364 0.896774509376716 82.0887484930127 117.758056546911 0.701791651122913 1.04316769658263 0.0473745246560823 19.1570002174377 0.0260000005364418 0.418000012636185 0 2458955.983449 2458983.899873 0
 1498 435 14 1 ZTF_r 1227431275315 0 1.8882 228.188 12.0066 26.2638 0.000419541 0.0266252 0.0642586 0.000164686 110 30. 0.061108 0.073863 19.9418 26.2638 2 2458981.9312731 435120253 16.0185282779652 47.7718318643312 0.372997154091415 0.95799468092376 72.1046845580197 85.0284390504179 0.853718056778764 1.07736079651405 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 1499 486 1 3 ZTF_r 1227431730315 0 2.0207 177.45 10.3451 26.1021 0.000399743 0.0311033 0.0519772 0.000153941 243 30. 0.059348 0.0626 19.7537 26.1021 1 2458981.9317361 486120203 18.4311039822982 50.4026984095023 0.406773228572291 0.869612628016849 36.12857436283 87.1626913458216 0.417287509463319 1.08134591136425 0.295756649667071 21.086999797821 0.0930000022053719 1.00100004673004 0.128000006079674 2458187.034896 2458307.859282 0
 1500 435 14 1 ZTF_r 1227432215315 0 1.913 227.834 11.9793 26.2801 0.000457282 0.0276211 0.0657019 0.000179951 110 30. 0.059125 0.07022 19.9411 26.2801 1 2458981.9322106 435120253 21.7954046853734 47.6076018743215 0.509264534687109 0.884017474735091 17.9808952172656 86.1603067227698 0.210096717033845 1.06733731676861 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 1501 435 14 1 ZTF_i 1229399875315 2097152 1.6773 308.823 12.1311 26.0291 0.000286063 0.0234471 0.171432 0.00024156 113 60. 0.054599 0.064461 19.8103 26.0291 2 2458983.8998727 1000435130353 38.1094166538799 42.0808826219591 1.00740073132022 0.97701190740084 131.057373600158 82.0088162331781 1.60885205532757 1.05093759815574 0.0473745246560823 19.1570002174377 0.0260000005364418 0.418000012636185 0 2458955.983449 2458983.899873 0
 1502 435 14 1 ZTF_i 1231371965315 2097152 1.6764 588.765 9.75801 26.3151 0.000198901 0.0198917 0.165896 0.000167534 113 60. 0.057382 0.069675 20.2911 26.3151 2 2458985.8719676 435120353 33.4349697705441 35.7511067850152 1.04031831576773 0.909196180533918 63.3906707184389 71.0521617293152 0.898179717262194 1.0482018602615 0.0473745246560823 19.1570002174377 0.0260000005364418 0.418000012636185 0 2458955.983449 2458983.899873 0
 1503 435 14 1 ZTF_g 1231439615315 0 2.2467 102.745 6.11588 26.3503 0.00160406 0.0494722 -0.11077 0.000652709 96 30. 0.095057 0.094886 20.4647 26.3503 2 2458985.9396181 435120153 -5.19181386912768 28.6715421749403 -0.201429401388002 0.991194284491429 -64.6633495890492 47.9675230109528 -1.35714451951306 1.09738986838905 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 1504 435 14 1 ZTF_i 1232371825315 2097152 1.6149 603.313 10.3879 26.3586 0.000199602 0.0202644 0.170019 0.000167212 114 60. 0.049027 0.063895 20.3093 26.3586 2 2458986.8718287 435120353 10.4279930516987 33.2530504758387 0.348838204641436 0.956816097034589 122.282681284104 68.7121329980803 1.79162335393539 1.04279171572946 0.0473745246560823 19.1570002174377 0.0260000005364418 0.418000012636185 0 2458955.983449 2458983.899873 0
 1505 435 14 1 ZTF_g 1232414785315 0 1.7347 103.315 5.38009 26.3167 0.000932791 0.038618 -0.0948571 0.000370083 104 30. 0.078605 0.088137 20.7954 26.3167 2 2458986.9147801 435120153 -8.21473323856073 24.4307114543961 -0.374034921456664 0.943849302867791 15.7991390769081 44.6788692523651 0.355997084387966 1.07993869041553 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 1506 486 1 3 ZTF_g 1232415240315 0 1.887 104.983 4.68187 26.1317 0.0013828 0.0542541 -0.0670275 0.000544992 217 30. 0.051948 0.065254 20.6407 26.1317 1 2458986.9152431 486120103 -5.01989965726046 21.0301863884174 -0.265525793525541 0.905523120510293 -62.1004530539693 39.5137538478044 -1.58220105887777 1.04989193552882 0.887391318589178 22.5659999370575 0.305000007152557 0.899999976158142 -0.670000016689301 2458205.029514 2458334.802222 0
 1507 435 14 1 ZTF_g 1232415705315 0 1.5367 103.467 5.40056 26.2743 0.00151785 0.0483213 -0.0766392 0.00060423 105 30. 0.085261 0.09231 20.7851 26.2743 1 2458986.915706 435120153 -16.6620947656996 20.8876834842442 -0.887348303622932 0.957290913314875 -1.92782350304598 39.364968937752 -0.0493029096079092 1.06777953338236 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 1508 486 1 3 ZTF_r 1232459990315 0 1.9525 178.755 6.28767 26.125 0.000216067 0.0228116 0.0583135 8.32117e-05 242 30. 0.054836 0.05683 20.3995 26.125 1 2458986.96 486120203 0.414157569319013 25.6829949630233 0.0179380296535149 0.993542490288087 -36.6425524863439 47.206614971237 -0.781444342239789 1.05279429399033 0.295756649667071 21.086999797821 0.0930000022053719 1.00100004673004 0.128000006079674 2458187.034896 2458307.859282 0
 1509 435 14 1 ZTF_r 1232460465315 0 1.5512 228.798 7.27344 26.3241 0.000437826 0.0269875 0.0536402 0.000170674 111 30. 0.055384 0.066768 20.7097 26.3241 1 2458986.960463 435120253 44.0593674797596 24.1178566914367 2.03214339001312 0.912189974331718 28.1376587187377 46.8786467493972 0.604265895740052 1.05054905568451 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 1510 435 14 1 ZTF_r 1232482745315 0 1.4062 228.38 8.07208 26.3251 0.000417545 0.0260875 0.0488011 0.000162421 110 30. 0.063735 0.075167 20.6223 26.3251 2 2458986.9827431 435120253 0.339652624356244 25.0432694058803 0.0150868561739148 1.02859530282453 -28.3803433091253 48.2596852135003 -0.592036322403944 1.06044499181921 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 1511 435 14 1 ZTF_r 1233374445315 0 1.5831 228.868 6.56609 26.2884 0.000416773 0.0260389 0.0649615 0.000161754 111 30. 0.065338 0.068961 20.7708 26.2884 2 2458987.8744444 435120253 48.0148512224062 22.1040551510546 2.41634216905713 1.01177413289788 1.51101128341477 41.0147499955841 0.0370888041864999 1.06702714413876 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 1512 435 14 1 ZTF_i 1233394025315 2097152 1.5021 615.373 10.2905 26.3353 0.00021737 0.0207948 0.184196 0.000183091 113 60. 0.052637 0.070942 20.329 26.3353 2 2458987.8940278 435120353 17.9226523099274 30.2949452554782 0.658092450723407 1.0563878404503 149.181605185484 62.0974154751361 2.41856043009863 1.04491131915 0.0473745246560823 19.1570002174377 0.0260000005364418 0.418000012636185 0 2458955.983449 2458983.899873 0
 1513 435 14 1 ZTF_i 1237373545315 2097152 2.1698 612.423 10.3412 26.3568 0.000117046 0.015577 0.178626 9.78327e-05 112 60. 0.066489 0.068529 19.9684 26.3568 2 2458991.8735417 435120353 61.7571016836104 43.4451212832763 1.58125056286861 1.05018454242614 105.573851282228 81.3413627667759 1.30665252744214 1.04388059094854 0.0473745246560823 19.1570002174377 0.0260000005364418 0.418000012636185 0 2458955.983449 2458983.899873 0
 1514 435 14 1 ZTF_g 1237400595315 0 1.7701 103.689 5.49499 26.4329 0.00106113 0.0405955 -0.171841 0.000425266 102 30. 0.082448 0.091081 20.879 26.4329 2 2458991.9005903 435120153 -3.41831577791117 24.0018013610349 -0.158424791225492 0.957879933925206 -37.2779849736766 43.2148580620288 -0.868429425208157 1.09892364528611 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 1515 435 14 1 ZTF_r 1237483365315 0 1.7961 229.112 9.04407 26.3226 0.000394444 0.0257158 0.0552773 0.000154024 112 30. 0.056184 0.059009 20.3751 26.3226 2 2458991.9833681 435120253 52.6758314753802 28.9472662575178 2.02422435028746 1.02918211662166 101.601099589173 55.4543978608918 1.84449552760631 1.05533367588079 0.328695575684454 21.1620000839233 0.0869999974966049 1.03600001335144 -0.0390000008046627 2458217.984028 2458277.913634 0
 1516 435 14 1 ZTF_g 1238341185315 0 2.6609 98.5307 4.68272 26.2426 0.00178337 0.0486278 -0.0763337 0.000714259 95 30. 0.130271 0.102105 20.4906 26.2426 1 2458992.8411806 435120153 25.5012355016286 25.2890027918071 1.12171962640995 1.01467207662888 37.7927128944755 39.3822299487023 0.966101945973574 1.10756124777355 0.913625651022964 22.769000005722 0.270999997854233 0.852999985218048 -0.47299998998642 2458206.027373 2458282.858414 0
 1517 486 1 3 ZTF_g 1238341640315 0 2.5564 100.627 4.17472 26.0874 0.00102479 0.0445597 -0.0742943 0.000419864 180 30. 0.070682 0.079659 20.4553 26.0874 1 2458992.8416435 486120103 -49.7502819604209 26.476256096094 -2.09022854493101 0.864860009617888 -117.455349431293 42.0271542200001 -2.81357184806064 1.08961211782502 0.887391318589178 22.5659999370575 0.305000007152557 0.899999976158142 -0.670000016689301 2458205.029514 2458334.802222 0
 1518 435 14 1 ZTF_i 1238393815315 2097152 2.045 297.344 6.95504 25.5918 0.000167416 0.0173607 0.155036 0.000139885 112 30. 0.070324 0.06802 19.685 25.5918 2 2458992.8938194 435120353 4.0057165442438 31.1343191954635 0.14311845579017 1.00107974891145 13.2466934550597 58.3271979490891 0.228639659825028 1.0456956191568 0.0473745246560823 19.1570002174377 0.0260000005364418 0.418000012636185 0 2458955.983449 2458983.899873 0
 1519 435 14 1 ZTF_i 1238412785315 2097152 1.938 297.833 6.97889 25.5748 0.000191734 0.0196258 0.160842 0.000161039 114 30. 0.065908 0.068715 19.7336 25.5748 2 2458992.9127894 435120353 7.1791579881624 29.2082496946614 0.273415278387721 1.0450627152384 -69.8360315044502 54.1960965144281 -1.2972591333386 1.05163821439583 0.0473745246560823 19.1570002174377 0.0260000005364418 0.418000012636185 0 2458955.983449 2458983.899873 0
 1520 435 14 1 ZTF_i 1238415595315 0 2.0809 297.319 6.91495 25.567 0.000165563 0.0181483 0.158383 0.000139454 113 30. 0.069796 0.074027 19.6783 25.567 2 2458992.9155903 435120353 3.45401764213933 30.5926159901138 0.125592220018492 0.989398663368387 -16.5926112536207 55.0918220641023 -0.303209493155477 1.05811455566677 0.0473745246560823 19.1570002174377 0.0260000005364418 0.418000012636185 0 2458955.983449 2458983.899873 0
 1521 486 1 3 ZTF_r 1238419420315 0 2.3338 175.309 5.41054 26.1093 0.000228538 0.0231605 0.0534466 8.78573e-05 239 30. 0.072832 0.070054 20.339 26.1093 1 2458992.9194213 486120203 -18.2723341195916 28.8119410781638 -0.705466362825847 0.821566450964679 -10.8624248888513 48.6966185730532 -0.224565570790939 1.07936397355845 0.295756649667071 21.086999797821 0.0930000022053719 1.00100004673004 0.128000006079674 2458187.034896 2458307.859282 0
 1522 435 14 1 ZTF_i 1239454175315 2097152 2.3998 594.755 10.5236 26.3779 0.000223975 0.020577 0.145202 0.00018558 114 60. 0.080012 0.076214 19.9182 26.3779 2 2458993.9541782 435120353 65.6623959201696 51.3484966316145 1.4224722197174 0.948240715738575 143.791234352951 92.1704514689827 1.57056490754033 1.04681116580169 0.0473745246560823 19.1570002174377 0.0260000005364418 0.418000012636185 0 2458955.983449 2458983.899873 0
